"Comunidad","Provincia","Población","Latitud","Longitud","Habitantes","Hombres","Mujeres","Altitud","Annual_Mean_Temperature","Mean_Diurnal_Range","Isothermality","Temperature_Seasonality","Max_Temperature_of_Warmest_Month","Min_Temperature_of_Coldest_Month","Temperature_Annual_Range","Mean_Temperature_of_Wettest_Quarter","Mean_Temperature_of_Driest_Quarter","Mean_Temperature_of_Warmest_Quarter","Mean_Temperature_of_Coldest_Quarter","Annual_Precipitation","Precipitation_of_Wettest_Month","Precipitation_of_Driest_Month","Precipitation_Seasonality","Precipitation_of_Wettest_Quarter","Precipitation_of_Driest_Quarter","Precipitation_of_Warmest_Quarter","Precipitation_of_Coldest_Quarter"
"Castilla León","Palencia","Micieces de Ojeda",4.26907,-4.462027,90,50,40,935.5956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Monzón de Campos",42.11494,-4.494374,665,346,319,751.6661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Moratinos",42.36052,-4.926806,72,40,32,858.9825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Mudá",42.87574,-4.393997,105,55,50,997.7184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Nogal de las Huertas",42.39223,-4.64151,47,28,19,846.8398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Olea de Boedo",42.60915,-4.44998,39,18,21,929.4524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Olmos de Ojeda",42.72211,-4.42506,265,156,109,926.6885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Osornillo",42.37003,-4.291184,80,40,40,812.6404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Osorno la Mayor",42.41016,-4.361501,1482,771,711,808.4557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Palencia",42.01246,-4.531175,82651,39218,43433,745.8375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Palenzuela",42.09528,-4.129247,254,137,117,797.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Páramo de Boedo",42.57817,-4.401175,97,50,47,877.6904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Paredes de Nava",42.15297,-4.694349,2131,1074,1057,784.7175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Payo de Ojeda",42.72071,-4.480036,75,42,33,1001.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Pedraza de Campos",41.98404,-4.734877,95,47,48,755.1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Pedrosa de la Vega",42.48248,-4.745925,355,187,168,892.6549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Perales",42.19413,-4.580409,153,78,75,777.6556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Pernía (La)",42.98833,-4.5,400,227,173,1229.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Piña de Campos",42.21383,-4.437123,259,135,124,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Pino del Río",42.64439,-4.807833,233,138,95,997.0795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Población de Arroyo",42.33661,-4.874161,77,41,36,856.0229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Población de Campos",42.26987,-4.447104,147,81,66,783.4893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Población de Cerrato",41.79285,-4.428361,121,67,54,757.9332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Polentinos",42.93913,-4.527209,74,37,37,1274.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Pomar de Valdivia",42.77392,-4.169625,504,263,241,933.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Poza de la Vega",42.57837,-4.796787,240,129,111,948.2457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Pozo de Urama",42.25368,-4.894083,35,20,15,822.1624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Prádanos de Ojeda",42.68245,-4.347817,211,116,95,940.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Puebla de Valdavia (La)",42.67352,-4.609769,117,58,59,941.0842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Quintana del Puente",42.08389,-4.206628,237,126,111,749.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Quintanilla de Onsoña",4.24693,-4.663771,208,117,91,887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Reinoso de Cerrato",41.97587,-4.383108,59,33,26,743.1708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Renedo de la Vega",42.45378,-4.702911,231,132,99,874.2899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Requena de Campos",42.30802,-4.343727,28,11,17,797.9777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Respenda de la Peña",42.76434,-4.686781,201,110,91,1013.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Revenga de Campos",42.28405,-4.482509,156,79,77,787.4664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Revilla de Collazos",42.62992,-4.504412,79,43,36,932.0509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Ribas de Campos",42.15409,-4.516803,175,93,82,774.9756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Riberos de la Cueza",42.27843,-4.725373,68,43,25,832.8394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Saldaña",42.52224,-4.736195,3097,1587,1510,916.6245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Salinas de Pisuerga",42.84879,-4.378163,363,178,185,944.0237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","San Cebrián de Campos",42.20156,-4.531021,475,256,219,790.2224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","San Cebrián de Mudá",42.89171,-4.386276,173,82,91,1037.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","San Cristóbal de Boedo",42.54183,-4.353204,27,16,11,869.1218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","San Mamés de Campos",42.35485,-4.566011,69,29,40,820.2789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","San Román de la Cuba",42.26285,-4.857982,91,48,43,807.9491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Santa Cecilia del Alcor",41.93401,-4.658901,142,81,61,842.3927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Santa Cruz de Boedo",42.52446,-4.373779,71,38,33,846.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Santervás de la Vega",4.25064,-4.799212,522,292,230,923.4318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Santibáñez de Ecla",42.70685,-4.375168,79,34,45,948.8027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Santibáñez de la Peña",42.80851,-4.730435,1266,623,643,1111.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Santoyo",42.21475,-4.34334,250,127,123,795.4398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Serna (La)",42.41598,-4.664681,119,72,47,868.7706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Soto de Cerrato",4.19534,-4.429997,191,109,82,727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Sotobañado y Priorato",42.59135,-4.441792,172,97,75,893.8764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Tabanera de Cerrato",42.02549,-4.123188,124,72,52,839.3667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Tabanera de Valdavia",42.64664,-4.692118,39,17,22,976.2473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Támara de Campos",42.20341,-4.393612,93,50,43,792.7064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Tariego de Cerrato",4.19045,-4.47994,524,274,250,736.2674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Torquemada",42.03398,-4.319597,1049,550,499,746.9241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Torremormojón",41.96135,-4.7776,57,33,24,773.3138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Triollo",42.92432,-4.680885,71,41,30,1301.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Valbuena de Pisuerga",42.14552,-4.239007,60,34,26,775.9148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Valde-Ucieza",0.00424,-4.566667,110,61,49,819.1132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Valdeolmillos",42.04123,-4.400366,70,38,32,786.3863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Valderrábano",42.60603,-4.654995,59,33,26,955.5308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Valle de Cerrato",41.87996,-4.362146,99,53,46,816.1359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Valle del Retortillo",42.23528,-4.79,174,94,80,800.4486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Velilla del Río Carrión",42.82626,-4.84626,1521,783,738,1121.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Venta de Baños",41.92121,-4.494053,6437,3240,3197,722.1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Vertavillo",4.18322,-4.327307,204,107,97,813.3558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Vid de Ojeda (La)",42.65922,-4.385033,120,70,50,875.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villabasta de Valdavia",42.56084,-4.602565,34,18,16,923.1686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villacidaler",42.22171,-4.974374,56,30,26,793.0969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villaconancio",41.87197,-4.223928,71,44,27,815.3722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villada",42.25081,-4.966945,1090,553,537,798.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villaeles de Valdavia",42.56544,-4.584489,71,38,33,885.7921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villahán",42.05107,-4.131148,116,61,55,805.9824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villaherreros",42.38933,-4.461307,239,115,124,826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villalaco",42.15525,-4.259672,70,32,38,760.3248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villalba de Guardo",42.72227,-4.823821,209,111,98,1052.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villalcázar de Sirga",42.31688,-4.543277,195,94,101,807.4279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villalcón",42.29311,-4.855132,71,36,35,826.2475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villalobón",42.02964,-4.503937,1227,634,593,756.4676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villaluenga de la Vega",42.52399,-4.765412,607,348,259,916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villamartín de Campos",42.01508,-4.663723,168,92,76,750.0041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villamediana",42.04987,-4.361402,196,104,92,785.6046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villameriel",42.52761,-4.476349,132,74,58,904.6328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villamoronta",42.40274,-4.698733,291,167,124,857.4798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villamuera de la Cueza",42.25888,-4.688044,60,35,25,835.5288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villamuriel de Cerrato",41.94826,-4.515538,6177,3190,2987,727.2947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villanueva del Rebollar",42.24105,-4.742416,101,54,47,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villanuño de Valdavia",4.25089,-4.517657,106,61,45,872.7621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villaprovedo",42.51569,-4.395741,76,47,29,871.5985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villarmentero de Campos",42.29745,-4.500002,13,10,3,789.4766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villarrabé",42.42107,-4.784336,260,125,135,902.7899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villarramiel",42.04258,-4.913169,961,508,453,767.2833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villasarracino",4.24122,-4.49662,184,98,86,841.2697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villasila de Valdavia",42.53239,-4.557374,72,51,21,867.3951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villaturde",4.23765,-4.671304,201,99,102,843.3107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villaumbrales",42.08917,-4.613097,777,395,382,760.1631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villaviudas",41.96166,-4.342499,383,179,204,764.9033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villerías de Campos",41.94452,-4.855737,112,62,50,755.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villodre",42.21174,-4.24537,24,16,8,766.6766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villodrigo",42.14453,-4.094779,141,73,68,764.4204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villoldo",42.24501,-4.595861,417,226,191,790.9491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villota del Páramo",42.55193,-4.848131,368,218,150,1001.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Palencia","Villovieco",42.29512,-4.482055,92,48,44,787.0002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Salamanca","Abusejo",4.07098,-6.140146,236,123,113,841.0999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Salamanca","Agallas",40.44866,-6.442052,164,86,78,801.2192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Salamanca","Ahigal de los Aceiteros",40.87508,-6.747851,159,81,78,643.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Salamanca","Ahigal de Villarino",41.15826,-6.380927,43,22,21,765.2227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Salamanca","Alameda de Gardón (La)",40.65081,-6.758546,106,50,56,717.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Salamanca","Alamedilla (La)",40.47208,-6.826958,199,103,96,757.1732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Salamanca","Alaraz",40.74753,-5.288013,551,289,262,884.6996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Salamanca","Alba de Tormes",40.82463,-5.515934,5331,2635,2696,812.1788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Salamanca","Alba de Yeltes",0.40671,-6.318453,250,131,119,786.7349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Salamanca","Alberca (La)",40.48907,-6.111216,1224,615,609,1055.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Salamanca","Alberguería de Argañán (La)",40.41194,-6.814142,161,84,77,742.2288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Salamanca","Alconada",40.91125,-5.363195,177,92,85,831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Salamanca","Aldea del Obispo",40.70917,-6.794617,332,179,153,688.4317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Salamanca","Aldeacipreste",40.38047,-5.896245,148,77,71,867.7499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Salamanca","Aldeadávila de la Ribera",41.21826,-6.620032,1395,721,674,685.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Salamanca","Aldealengua",40.98217,-5.550014,649,326,323,789.8329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Salamanca","Aldeanueva de Figueroa",41.14799,-5.525603,310,154,156,869.1683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Salamanca","Aldeanueva de la Sierra",4.06158,-6.098923,105,54,51,980.8896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Salamanca","Aldearrodrigo",41.11048,-5.806513,169,91,78,782.8179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Salamanca","Aldearrubia",41.00796,-5.497637,526,279,247,813.3408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Salamanca","Aldeaseca de Alba",40.81856,-5.448521,94,43,51,864.6688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Salamanca","Aldeaseca de la Frontera",40.94177,-5.207658,332,179,153,870.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Salamanca","Aldeatejada",40.92322,-5.692632,1290,650,640,796.4962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Salamanca","Aldeavieja de Tormes",40.58328,-5.61708,114,57,57,911.0995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Salamanca","Aldehuela de la Bóveda",40.84437,-6.048512,327,161,166,790.1174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Salamanca","Aldehuela de Yeltes",40.66347,-6.243898,234,124,110,834.0591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Castilla León","Salamanca","Almenara de Tormes",41.06409,-5.823345,306,163,143,782.0564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
