animal_id,binomial,Order,family,genus,species,IUCN.Status,terrestrial,marine,freshwater,aerial,Life.Habit.Method,Mass.g,Mass.Method,Island.Endemicity,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Genus.1.1,Species.1.1,Genus.1.0,Species.1.0,EltonTraits.1.0.Genus,EltonTraits.1.0.Species,IUCN.2016.3.Genus,IUCN.2016.3.Species
1,Amblysomus_corriae,Afrosoricida,Chrysochloridae,Amblysomus,corriae,NT,t,f,f,f,Reported,52,Assumed isometric based on skull size,Occurs on mainland,0,0,100,Reported 000 Species,Amblysomus,corriae,Amblysomus,corriae,Amblysomus,corriae,Amblysomus,corriae
2,Amblysomus_hottentotus,Afrosoricida,Chrysochloridae,Amblysomus,hottentotus,LC,t,f,f,f,Reported,53,Reported,Occurs on mainland,0,0,100,Reported 000 Species,Amblysomus,hottentotus,Amblysomus,hottentotus,Amblysomus,hottentotus,Amblysomus,hottentotus
3,Amblysomus_marleyi,Afrosoricida,Chrysochloridae,Amblysomus,marleyi,EN,t,f,f,f,Reported,36,Assumed isometric based on skull size,Occurs on mainland,0,0,100,Reported 000 Species,Amblysomus,marleyi,Amblysomus,marleyi,Amblysomus,marleyi,Amblysomus,marleyi
4,Amblysomus_robustus,Afrosoricida,Chrysochloridae,Amblysomus,robustus,VU,t,f,f,f,Reported,51,Imputed,Occurs on mainland,0,0,100,Reported 000 Species,Amblysomus,robustus,Amblysomus,robustus,Amblysomus,robustus,Amblysomus,robustus
5,Amblysomus_septentrionalis,Afrosoricida,Chrysochloridae,Amblysomus,septentrionalis,NT,t,f,f,f,Reported,64,Assumed isometric based on skull size,Occurs on mainland,0,0,100,Reported 000 Species,Amblysomus,septentrionalis,Amblysomus,septentrionalis,Amblysomus,septentrionalis,Amblysomus,septentrionalis
6,Calcochloris_obtusirostris,Afrosoricida,Chrysochloridae,Calcochloris,obtusirostris,LC,t,f,f,f,Reported,24,Reported,Occurs on mainland,0,0,100,Reported 000 Species,Calcochloris,obtusirostris,Calcochloris,obtusirostris,Calcochloris,obtusirostris,Calcochloris,obtusirostris
7,Calcochloris_tytonis,Afrosoricida,Chrysochloridae,Calcochloris,tytonis,DD,t,f,f,f,Reported,46,Reported,Occurs on mainland,0,0,100,Reported 000 Species,Calcochloris,tytonis,Calcochloris,tytonis,Calcochloris,tytonis,Calcochloris,tytonis
8,Carpitalpa_arendsi,Afrosoricida,Chrysochloridae,Carpitalpa,arendsi,VU,t,f,f,f,Reported,52,Reported,Occurs on mainland,0,0,100,Reported 000 Species,Carpitalpa,arendsi,Carpitalpa,arendsi,Carpitalpa,arendsi,Carpitalpa,arendsi
9,Chlorotalpa_duthieae,Afrosoricida,Chrysochloridae,Chlorotalpa,duthieae,VU,t,f,f,f,Reported,46,Reported,Occurs on mainland,0,0,100,Reported 000 Species,Chlorotalpa,duthieae,Chlorotalpa,duthieae,Chlorotalpa,duthieae,Chlorotalpa,duthieae
10,Chlorotalpa_sclateri,Afrosoricida,Chrysochloridae,Chlorotalpa,sclateri,LC,t,f,f,f,Reported,39,Reported,Occurs on mainland,0,0,100,Reported 000 Species,Chlorotalpa,sclateri,Chlorotalpa,sclateri,Chlorotalpa,sclateri,Chlorotalpa,sclateri
11,Chrysochloris_asiatica,Afrosoricida,Chrysochloridae,Chrysochloris,asiatica,LC,t,f,f,f,Reported,49,Reported,Occurs on mainland,0,0,100,Reported 000 Species,Chrysochloris,asiatica,Chrysochloris,asiatica,Chrysochloris,asiatica,Chrysochloris,asiatica
12,Chrysochloris_stuhlmanni,Afrosoricida,Chrysochloridae,Chrysochloris,stuhlmanni,LC,t,f,f,f,Reported,40,Reported,Occurs on mainland,0,0,100,Reported 000 Species,Chrysochloris,stuhlmanni,Chrysochloris,stuhlmanni,Chrysochloris,stuhlmanni,Chrysochloris,stuhlmanni
13,Chrysochloris_visagiei,Afrosoricida,Chrysochloridae,Chrysochloris,visagiei,DD,t,f,f,f,Reported,30,Reported,Occurs on mainland,0,0,100,Reported 000 Species,Chrysochloris,visagiei,Chrysochloris,visagiei,Chrysochloris,visagiei,Chrysochloris,visagiei
14,Chrysospalax_trevelyani,Afrosoricida,Chrysochloridae,Chrysospalax,trevelyani,EN,t,f,f,f,Reported,427,Reported,Occurs on mainland,0,0,100,Reported 000 Species,Chrysospalax,trevelyani,Chrysospalax,trevelyani,Chrysospalax,trevelyani,Chrysospalax,trevelyani
15,Chrysospalax_villosus,Afrosoricida,Chrysochloridae,Chrysospalax,villosus,VU,t,f,f,f,Reported,120,Reported,Occurs on mainland,0,0,100,Reported 000 Species,Chrysospalax,villosus,Chrysospalax,villosus,Chrysospalax,villosus,Chrysospalax,villosus
16,Cryptochloris_wintoni,Afrosoricida,Chrysochloridae,Cryptochloris,wintoni,CR,t,f,f,f,Reported,25,Reported,Occurs on mainland,0,60,40,Reported 000 Species,Cryptochloris,wintoni,Cryptochloris,wintoni,Cryptochloris,wintoni,Cryptochloris,wintoni
17,Cryptochloris_zyli,Afrosoricida,Chrysochloridae,Cryptochloris,zyli,EN,t,f,f,f,Reported,25,Reported,Occurs on mainland,0,60,40,Reported 000 Species,Cryptochloris,zyli,Cryptochloris,zyli,Cryptochloris,zyli,Cryptochloris,zyli
18,Eremitalpa_granti,Afrosoricida,Chrysochloridae,Eremitalpa,granti,LC,t,f,f,f,Reported,26,Reported,Occurs on mainland,0,10,90,Reported 000 Species,Eremitalpa,granti,Eremitalpa,granti,Eremitalpa,granti,Eremitalpa,granti
19,Huetia_leucorhina,Afrosoricida,Chrysochloridae,Huetia,leucorhina,DD,t,f,f,f,Reported,21,Assumed isometric based on skull size,Occurs on mainland,0,0,100,Reported 000 Species,Huetia,leucorhina,Calcochloris,leucorhinus,Calcochloris,leucorhinus,Huetia,leucorhina
20,Neamblysomus_gunningi,Afrosoricida,Chrysochloridae,Neamblysomus,gunningi,EN,t,f,f,f,Reported,28,Reported,Occurs on mainland,0,0,100,Reported 000 Species,Neamblysomus,gunningi,Neamblysomus,gunningi,Neamblysomus,gunningi,Neamblysomus,gunningi
21,Neamblysomus_julianae,Afrosoricida,Chrysochloridae,Neamblysomus,julianae,EN,t,f,f,f,Reported,22,Reported,Occurs on mainland,0,0,100,Reported 000 Species,Neamblysomus,julianae,Neamblysomus,julianae,Neamblysomus,julianae,Neamblysomus,julianae
22,Echinops_telfairi,Afrosoricida,Tenrecidae,Echinops,telfairi,LC,t,f,f,f,Reported,180,Reported,Occurs only on isolated islands,40,0,60,Reported 000 Species,Echinops,telfairi,Echinops,telfairi,Echinops,telfairi,Echinops,telfairi
23,Geogale_aurita,Afrosoricida,Tenrecidae,Geogale,aurita,LC,t,f,f,f,Reported,7,Reported,Occurs only on isolated islands,0,30,70,Reported 000 Species,Geogale,aurita,Geogale,aurita,Geogale,aurita,Geogale,aurita
24,Hemicentetes_nigriceps,Afrosoricida,Tenrecidae,Hemicentetes,nigriceps,LC,t,f,f,f,Reported,113,Reported,Occurs only on isolated islands,0,0,100,Reported 000 Species,Hemicentetes,nigriceps,Hemicentetes,nigriceps,Hemicentetes,nigriceps,Hemicentetes,nigriceps
25,Hemicentetes_semispinosus,Afrosoricida,Tenrecidae,Hemicentetes,semispinosus,LC,t,f,f,f,Reported,138,Reported,Occurs only on isolated islands,0,0,100,Reported 000 Species,Hemicentetes,semispinosus,Hemicentetes,semispinosus,Hemicentetes,semispinosus,Hemicentetes,semispinosus
26,Limnogale_mergulus,Afrosoricida,Tenrecidae,Limnogale,mergulus,VU,t,f,t,f,Reported,79,Reported,Occurs only on isolated islands,0,40,60,Reported 000 Species,Limnogale,mergulus,Limnogale,mergulus,Limnogale,mergulus,Limnogale,mergulus
82,Otocyon_megalotis,Carnivora,Canidae,Otocyon,megalotis,LC,t,f,f,f,Reported,4150,Reported,Occurs on mainland,20,30,50,Reported 000 Species,Otocyon,megalotis,Otocyon,megalotis,Otocyon,megalotis,Otocyon,megalotis
27,Microgale_brevicaudata,Afrosoricida,Tenrecidae,Microgale,brevicaudata,LC,t,f,f,f,Reported,11,Reported,Occurs only on isolated islands,0,0,100,Reported 000 Species,Microgale,brevicaudata,Microgale,brevicaudata,Microgale,brevicaudata,Microgale,brevicaudata
28,Microgale_cowani,Afrosoricida,Tenrecidae,Microgale,cowani,LC,t,f,f,f,Reported,14,Reported,Occurs only on isolated islands,0,0,100,Reported 000 Species,Microgale,cowani,Microgale,cowani,Microgale,cowani,Microgale,cowani
29,Microgale_dobsoni,Afrosoricida,Tenrecidae,Microgale,dobsoni,LC,t,f,f,f,Reported,38,Reported,Occurs only on isolated islands,0,0,100,Reported 000 Species,Microgale,dobsoni,Microgale,dobsoni,Microgale,dobsoni,Microgale,dobsoni
30,Microgale_drouhardi,Afrosoricida,Tenrecidae,Microgale,drouhardi,LC,t,f,f,f,Reported,11,Reported,Occurs only on isolated islands,0,0,100,Reported 000 Species,Microgale,drouhardi,Microgale,drouhardi,Microgale,drouhardi,Microgale,drouhardi
31,Microgale_dryas,Afrosoricida,Tenrecidae,Microgale,dryas,VU,t,f,f,f,Reported,40,Reported,Occurs only on isolated islands,0,0,100,Reported 000 Species,Microgale,dryas,Microgale,dryas,Microgale,dryas,Microgale,dryas
32,Microgale_fotsifotsy,Afrosoricida,Tenrecidae,Microgale,fotsifotsy,LC,t,f,f,f,Reported,8,Reported,Occurs only on isolated islands,0,0,100,Transformed 000 Genus,Microgale,fotsifotsy,Microgale,fotsifotsy,Microgale,fotsifotsy,Microgale,fotsifotsy
33,Microgale_gracilis,Afrosoricida,Tenrecidae,Microgale,gracilis,LC,t,f,f,f,Reported,23,Reported,Occurs only on isolated islands,0,0,100,Reported 000 Species,Microgale,gracilis,Microgale,gracilis,Microgale,gracilis,Microgale,gracilis
34,Microgale_grandidieri,Afrosoricida,Tenrecidae,Microgale,grandidieri,LC,t,f,f,f,Imputed,13,Imputed,Occurs only on isolated islands,0,0,100,Imputed 000 Species,Microgale,grandidieri,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted,Microgale,grandidieri
35,Microgale_gymnorhyncha,Afrosoricida,Tenrecidae,Microgale,gymnorhyncha,LC,t,f,f,f,Reported,18,Reported,Occurs only on isolated islands,0,0,100,Reported 000 Species,Microgale,gymnorhyncha,Microgale,gymnorhyncha,Microgale,gymnorhyncha,Microgale,gymnorhyncha
36,Microgale_jenkinsae,Afrosoricida,Tenrecidae,Microgale,jenkinsae,EN,t,f,f,f,Reported,5,Reported,Occurs only on isolated islands,0,0,100,Transformed 000 Genus,Microgale,jenkinsae,Microgale,jenkinsae,000 Species not accepted,000 Species not accepted,Microgale,jenkinsae
37,Microgale_jobihely,Afrosoricida,Tenrecidae,Microgale,jobihely,EN,t,f,f,f,Reported,9,Reported,Occurs only on isolated islands,0,0,100,Transformed 000 Genus,Microgale,jobihely,Microgale,jobihely,000 Species not accepted,000 Species not accepted,Microgale,jobihely
38,Microgale_longicaudata,Afrosoricida,Tenrecidae,Microgale,longicaudata,LC,t,f,f,f,Reported,7,Reported,Occurs only on isolated islands,0,0,100,Reported 000 Species,Microgale,longicaudata,Microgale,longicaudata,Microgale,longicaudata,Microgale,longicaudata
39,Microgale_macpheei,Afrosoricida,Tenrecidae,Microgale,macpheei,EP,t,f,f,f,Imputed,20,Assumed isometric based on teeth size,Occurs only on isolated islands,0,1,99,Imputed 000 Species,Microgale,macpheei,Microgale,macpheei,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted
40,Microgale_majori,Afrosoricida,Tenrecidae,Microgale,majori,LC,t,f,f,f,Reported,6,Assumed isometric based on head-body length,Occurs only on isolated islands,0,0,100,Transformed 000 Genus,Microgale,majori,Microgale,majori,000 Species not accepted,000 Species not accepted,Microgale,majori
41,Microgale_monticola,Afrosoricida,Tenrecidae,Microgale,monticola,VU,t,f,f,f,Reported,14,Reported,Occurs only on isolated islands,0,0,100,Reported 000 Species,Microgale,monticola,Microgale,monticola,Microgale,monticola,Microgale,monticola
42,Microgale_nasoloi,Afrosoricida,Tenrecidae,Microgale,nasoloi,VU,t,f,f,f,Reported,10,Reported,Occurs only on isolated islands,0,0,100,Transformed 000 Genus,Microgale,nasoloi,Microgale,nasoloi,Microgale,nasoloi,Microgale,nasoloi
43,Microgale_parvula,Afrosoricida,Tenrecidae,Microgale,parvula,LC,t,f,f,f,Reported,3,Reported,Occurs only on isolated islands,0,0,100,Reported 000 Species,Microgale,parvula,Microgale,parvula,Microgale,parvula,Microgale,parvula
44,Microgale_principula,Afrosoricida,Tenrecidae,Microgale,principula,LC,t,f,f,f,Reported,10,Reported,Occurs only on isolated islands,0,0,100,Reported 000 Species,Microgale,principula,Microgale,principula,Microgale,principula,Microgale,principula
45,Microgale_pusilla,Afrosoricida,Tenrecidae,Microgale,pusilla,LC,t,f,f,f,Reported,3,Reported,Occurs only on isolated islands,0,0,100,Reported 000 Species,Microgale,pusilla,Microgale,pusilla,Microgale,pusilla,Microgale,pusilla
46,Microgale_soricoides,Afrosoricida,Tenrecidae,Microgale,soricoides,LC,t,f,f,f,Reported,19,Reported,Occurs only on isolated islands,0,0,100,Transformed 000 Genus,Microgale,soricoides,Microgale,soricoides,Microgale,soricoides,Microgale,soricoides
47,Microgale_taiva,Afrosoricida,Tenrecidae,Microgale,taiva,LC,t,f,f,f,Reported,12,Reported,Occurs only on isolated islands,0,0,100,Transformed 000 Genus,Microgale,taiva,Microgale,taiva,Microgale,taiva,Microgale,taiva
48,Microgale_talazaci,Afrosoricida,Tenrecidae,Microgale,talazaci,LC,t,f,f,f,Reported,48,Reported,Occurs only on isolated islands,0,0,100,Reported 000 Species,Microgale,talazaci,Microgale,talazaci,Microgale,talazaci,Microgale,talazaci
49,Microgale_thomasi,Afrosoricida,Tenrecidae,Microgale,thomasi,LC,t,f,f,f,Reported,23,Reported,Occurs only on isolated islands,0,0,100,Reported 000 Species,Microgale,thomasi,Microgale,thomasi,Microgale,thomasi,Microgale,thomasi
50,Micropotamogale_lamottei,Afrosoricida,Tenrecidae,Micropotamogale,lamottei,NT,t,f,t,f,Reported,70,Reported,Occurs on mainland,0,40,60,Reported 000 Species,Micropotamogale,lamottei,Micropotamogale,lamottei,Micropotamogale,lamottei,Micropotamogale,lamottei
51,Micropotamogale_ruwenzorii,Afrosoricida,Tenrecidae,Micropotamogale,ruwenzorii,LC,t,f,t,f,Reported,99,Reported,Occurs on mainland,0,40,60,Reported 000 Species,Micropotamogale,ruwenzorii,Micropotamogale,ruwenzorii,Micropotamogale,ruwenzorii,Micropotamogale,ruwenzorii
52,Oryzorictes_hova,Afrosoricida,Tenrecidae,Oryzorictes,hova,LC,t,f,f,f,Reported,37,Reported,Occurs only on isolated islands,0,0,100,Reported 000 Species,Oryzorictes,hova,Oryzorictes,hova,Oryzorictes,hova,Oryzorictes,hova
53,Oryzorictes_tetradactylus,Afrosoricida,Tenrecidae,Oryzorictes,tetradactylus,DD,t,f,f,f,Reported,36,Reported,Occurs only on isolated islands,0,0,100,Reported 000 Species,Oryzorictes,tetradactylus,Oryzorictes,tetradactylus,Oryzorictes,tetradactylus,Oryzorictes,tetradactylus
54,Plesiorycteropus_madagascariensis,Afrosoricida,Tenrecidae,Plesiorycteropus,madagascariensis,EP,t,f,f,f,Imputed,13220,Reported,Occurs only on isolated islands,5,22,73,Imputed 000 Species,Plesiorycteropus,madagascariensis,Plesiorycteropus,madagascariensis,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted
55,Potamogale_velox,Afrosoricida,Tenrecidae,Potamogale,velox,LC,t,f,t,f,Reported,660,Reported,Occurs on mainland,0,30,70,Reported 000 Species,Potamogale,velox,Potamogale,velox,Potamogale,velox,Potamogale,velox
56,Setifer_setosus,Afrosoricida,Tenrecidae,Setifer,setosus,LC,t,f,f,f,Reported,294,Reported,Occurs only on isolated islands,0,60,40,Reported 000 Species,Setifer,setosus,Setifer,setosus,Setifer,setosus,Setifer,setosus
57,Tenrec_ecaudatus,Afrosoricida,Tenrecidae,Tenrec,ecaudatus,LC,t,f,f,f,Reported,868,Reported,Occurs only on isolated islands,10,0,90,Reported 000 Species,Tenrec,ecaudatus,Tenrec,ecaudatus,Tenrec,ecaudatus,Tenrec,ecaudatus
58,Ailurus_fulgens,Carnivora,Ailuridae,Ailurus,fulgens,EN,t,f,f,f,Reported,4900,Reported,Occurs on mainland,80,10,10,Reported 000 Species,Ailurus,fulgens,Ailurus,fulgens,Ailurus,fulgens,Ailurus,fulgens
59,Atelocynus_microtis,Carnivora,Canidae,Atelocynus,microtis,NT,t,f,f,f,Reported,7750,Reported,Occurs on mainland,20,80,0,Reported 000 Species,Atelocynus,microtis,Atelocynus,microtis,Atelocynus,microtis,Atelocynus,microtis
60,Canis_adustus,Carnivora,Canidae,Canis,adustus,LC,t,f,f,f,Reported,10250,Reported,Occurs on mainland,20,50,30,Reported 000 Species,Canis,adustus,Canis,adustus,Canis,adustus,Canis,adustus
61,Canis_aureus,Carnivora,Canidae,Canis,aureus,LC,t,f,f,f,Reported,10345,Reported,Occurs on mainland,10,80,10,Reported 000 Species,Canis,aureus,Canis,aureus,Canis,aureus,Canis,aureus
62,Canis_dirus,Carnivora,Canidae,Canis,dirus,EP,t,f,f,f,Imputed,64000,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Canis,dirus,Canis,dirus,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted
63,Canis_latrans,Carnivora,Canidae,Canis,latrans,LC,t,f,f,f,Reported,13406,Reported,Occurs on mainland,21,68,11,Reported 000 Species,Canis,latrans,Canis,latrans,Canis,latrans,Canis,latrans
64,Canis_lupus,Carnivora,Canidae,Canis,lupus,LC,t,f,f,f,Reported,32183,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Canis,lupus,Canis,lupus,Canis,lupus,Canis,lupus
65,Canis_mesomelas,Carnivora,Canidae,Canis,mesomelas,LC,t,f,f,f,Reported,8500,Reported,Occurs on mainland,30,60,10,Reported 000 Species,Canis,mesomelas,Canis,mesomelas,Canis,mesomelas,Canis,mesomelas
66,Canis_rufus,Carnivora,Canidae,Canis,rufus,CR,t,f,f,f,Reported,22983,Reported,Occurs on mainland,0,100,0,Transformed 000 Species,Canis,rufus,Canis,rufus,000 Species not accepted,000 Species not accepted,Canis,rufus
67,Canis_simensis,Carnivora,Canidae,Canis,simensis,EN,t,f,f,f,Reported,10000,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Canis,simensis,Canis,simensis,Canis,simensis,Canis,simensis
68,Cerdocyon_thous,Carnivora,Canidae,Cerdocyon,thous,LC,t,f,f,f,Reported,5240,Reported,Occurs on mainland,0,50,50,Reported 000 Species,Cerdocyon,thous,Cerdocyon,thous,Cerdocyon,thous,Cerdocyon,thous
69,Chrysocyon_brachyurus,Carnivora,Canidae,Chrysocyon,brachyurus,NT,t,f,f,f,Reported,23250,Reported,Occurs on mainland,20,70,10,Reported 000 Species,Chrysocyon,brachyurus,Chrysocyon,brachyurus,Chrysocyon,brachyurus,Chrysocyon,brachyurus
70,Cuon_alpinus,Carnivora,Canidae,Cuon,alpinus,EN,t,f,f,f,Reported,12760,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Cuon,alpinus,Cuon,alpinus,Cuon,alpinus,Cuon,alpinus
71,Cynotherium_sardous,Carnivora,Canidae,Cynotherium,sardous,EP,t,f,f,f,Imputed,11071,Reported,Occurs only on isolated islands,2,97,1,Imputed 000 Species,Cynotherium,sardous,Cynotherium,sardous,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted
72,Dusicyon_australis,Carnivora,Canidae,Dusicyon,australis,EX,t,f,f,f,Reported,50004,Reported,Occurs only on isolated islands,0,100,0,Reported 000 Species,Dusicyon,australis,Dusicyon,australis,Dusicyon,australis,Dusicyon,australis
73,Dusicyon_avus,Carnivora,Canidae,Dusicyon,avus,EX,t,f,f,f,Reported,13000,Reported,Occurs on mainland,5,90,5,Estimated Craniodental Species,Dusicyon,avus,Dusicyon,avus,000 Species not accepted,000 Species not accepted,Dusicyon,avus
74,Lycalopex_culpaeus,Carnivora,Canidae,Lycalopex,culpaeus,LC,t,f,f,f,Reported,9832,Reported,Occurs on mainland,10,80,10,Reported 000 Species,Pseudalopex,culpaeus,Pseudalopex,culpaeus,Lycalopex,culpaeus,Lycalopex,culpaeus
75,Lycalopex_fulvipes,Carnivora,Canidae,Lycalopex,fulvipes,EN,t,f,f,f,Reported,2838,Reported,Occurs on mainland,20,60,20,Reported 000 Species,Pseudalopex,fulvipes,Pseudalopex,fulvipes,Lycalopex,fulvipes,Lycalopex,fulvipes
76,Lycalopex_griseus,Carnivora,Canidae,Lycalopex,griseus,LC,t,f,f,f,Reported,8280,Reported,Occurs on mainland,30,60,10,Reported 000 Species,Pseudalopex,griseus,Pseudalopex,griseus,Lycalopex,griseus,Lycalopex,griseus
77,Lycalopex_gymnocercus,Carnivora,Canidae,Lycalopex,gymnocercus,LC,t,f,f,f,Reported,4690,Reported,Occurs on mainland,50,50,0,Reported 000 Species,Pseudalopex,gymnocercus,Pseudalopex,gymnocercus,Lycalopex,gymnocercus,Lycalopex,gymnocercus
78,Lycalopex_sechurae,Carnivora,Canidae,Lycalopex,sechurae,NT,t,f,f,f,Reported,4000,Reported,Occurs on mainland,30,60,10,Reported 000 Species,Pseudalopex,sechurae,Pseudalopex,sechurae,Lycalopex,sechurae,Lycalopex,sechurae
79,Lycalopex_vetulus,Carnivora,Canidae,Lycalopex,vetulus,LC,t,f,f,f,Reported,5350,Reported,Occurs on mainland,30,60,10,Reported 000 Species,Pseudalopex,vetulus,Pseudalopex,vetulus,Lycalopex,vetulus,Lycalopex,vetulus
80,Lycaon_pictus,Carnivora,Canidae,Lycaon,pictus,EN,t,f,f,f,Reported,22050,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Lycaon,pictus,Lycaon,pictus,Lycaon,pictus,Lycaon,pictus
81,Nyctereutes_procyonoides,Carnivora,Canidae,Nyctereutes,procyonoides,LC,t,f,f,f,Reported,4040,Reported,Occurs on mainland,40,40,20,Reported 000 Species,Nyctereutes,procyonoides,Nyctereutes,procyonoides,Nyctereutes,procyonoides,Nyctereutes,procyonoides
83,Protocyon_troglodytes,Carnivora,Canidae,Protocyon,troglodytes,EP,t,f,f,f,Imputed,16000,Reported,Occurs on mainland,0,100,0,Estimated Isotopes Species,Protocyon,troglodytes,Protocyon,troglodytes,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted
84,Speothos_venaticus,Carnivora,Canidae,Speothos,venaticus,NT,t,f,f,f,Reported,6000,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Speothos,venaticus,Speothos,venaticus,Speothos,venaticus,Speothos,venaticus
85,Theriodictis_tarijensis,Carnivora,Canidae,Theriodictis,tarijensis,EP,t,f,f,f,Imputed,27000,Reported,Occurs on mainland,9,83,8,Imputed 000 Species,Theriodictis,tarijensis,Theriodictis,tarijensis,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted
86,Urocyon_cinereoargenteus,Carnivora,Canidae,Urocyon,cinereoargenteus,LC,t,f,f,f,Reported,3834,Reported,Occurs on mainland,60,30,10,Reported 000 Species,Urocyon,cinereoargenteus,Urocyon,cinereoargenteus,Urocyon,cinereoargenteus,Urocyon,cinereoargenteus
87,Urocyon_littoralis,Carnivora,Canidae,Urocyon,littoralis,NT,t,f,f,f,Reported,1896,Reported,Occurs only on isolated islands,60,30,10,Reported 000 Species,Urocyon,littoralis,Urocyon,littoralis,Urocyon,littoralis,Urocyon,littoralis
88,Vulpes_bengalensis,Carnivora,Canidae,Vulpes,bengalensis,LC,t,f,f,f,Reported,2726,Reported,Occurs on mainland,20,60,20,Reported 000 Species,Vulpes,bengalensis,Vulpes,bengalensis,Vulpes,bengalensis,Vulpes,bengalensis
89,Vulpes_cana,Carnivora,Canidae,Vulpes,cana,LC,t,f,f,f,Reported,937,Reported,Occurs on mainland,60,10,30,Reported 000 Species,Vulpes,cana,Vulpes,cana,Vulpes,cana,Vulpes,cana
90,Vulpes_chama,Carnivora,Canidae,Vulpes,chama,LC,t,f,f,f,Reported,2955,Reported,Occurs on mainland,0,70,30,Reported 000 Species,Vulpes,chama,Vulpes,chama,Vulpes,chama,Vulpes,chama
91,Vulpes_corsac,Carnivora,Canidae,Vulpes,corsac,LC,t,f,f,f,Reported,2400,Reported,Occurs on mainland,10,70,20,Reported 000 Species,Vulpes,corsac,Vulpes,corsac,Vulpes,corsac,Vulpes,corsac
92,Vulpes_ferrilata,Carnivora,Canidae,Vulpes,ferrilata,LC,t,f,f,f,Reported,5000,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Vulpes,ferrilata,Vulpes,ferrilata,Vulpes,ferrilata,Vulpes,ferrilata
93,Vulpes_lagopus,Carnivora,Canidae,Vulpes,lagopus,LC,t,t,f,f,Reported,4868,Reported,Occurs on mainland,0,90,10,Reported 000 Species,Vulpes,lagopus,Alopex,lagopus,Vulpes,lagopus,Vulpes,lagopus
94,Vulpes_macrotis,Carnivora,Canidae,Vulpes,macrotis,LC,t,f,f,f,Reported,2050,Reported,Occurs on mainland,0,70,30,Reported 000 Species,Vulpes,macrotis,Vulpes,macrotis,Vulpes,macrotis,Vulpes,macrotis
95,Vulpes_pallida,Carnivora,Canidae,Vulpes,pallida,LC,t,f,f,f,Reported,2800,Reported,Occurs on mainland,20,80,0,Reported 000 Species,Vulpes,pallida,Vulpes,pallida,Vulpes,pallida,Vulpes,pallida
96,Vulpes_rueppellii,Carnivora,Canidae,Vulpes,rueppellii,LC,t,f,f,f,Reported,2865,Reported,Occurs on mainland,20,60,20,Reported 000 Species,Vulpes,rueppellii,Vulpes,rueppellii,Vulpes,rueppellii,Vulpes,rueppellii
97,Vulpes_velox,Carnivora,Canidae,Vulpes,velox,LC,t,f,f,f,Reported,2198,Reported,Occurs on mainland,0,90,10,Reported 000 Species,Vulpes,velox,Vulpes,velox,Vulpes,velox,Vulpes,velox
98,Vulpes_vulpes,Carnivora,Canidae,Vulpes,vulpes,LC,t,f,f,f,Reported,5318,Reported,Occurs on mainland,11,88,1,Reported 000 Species,Vulpes,vulpes,Vulpes,vulpes,Vulpes,vulpes,Vulpes,vulpes
99,Vulpes_zerda,Carnivora,Canidae,Vulpes,zerda,LC,t,f,f,f,Reported,1100,Reported,Occurs on mainland,30,50,20,Reported 000 Species,Vulpes,zerda,Vulpes,zerda,Vulpes,zerda,Vulpes,zerda
100,Cryptoprocta_ferox,Carnivora,Eupleridae,Cryptoprocta,ferox,VU,t,f,f,f,Reported,9500,Reported,Occurs only on isolated islands,0,90,10,Reported 000 Species,Cryptoprocta,ferox,Cryptoprocta,ferox,Cryptoprocta,ferox,Cryptoprocta,ferox
101,Cryptoprocta_spelea,Carnivora,Eupleridae,Cryptoprocta,spelea,EX,t,f,f,f,Reported,17000,Reported,Occurs only on isolated islands,3,74,23,Imputed 000 Species,Cryptoprocta,spelea,Cryptoprocta,spelea,000 Species not accepted,000 Species not accepted,Cryptoprocta,spelea
102,Eupleres_goudotii,Carnivora,Eupleridae,Eupleres,goudotii,VU,t,f,f,f,Reported,3000,Reported,Occurs only on isolated islands,0,10,90,Reported 000 Species,Eupleres,goudotii,Eupleres,goudotii,Eupleres,goudotii,Eupleres,goudotii
103,Eupleres_major,Carnivora,Eupleridae,Eupleres,major,EN,t,f,f,f,Imputed,2712,Imputed,Occurs only on isolated islands,3,20,77,Imputed 000 Species,Eupleres,major,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted,Eupleres,major
